18:06:48.896 WindowManager                  trimMemory level: 15
18:08:20.682                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265265
18:08:20.685                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265266 -> true
18:08:20.920                                [ПРОЦЕСС] [FileOperationsUtil] Режим замены включён, используем оригинальное имя: IMG_20260419_180636_2.jpg
18:08:20.969                                [ПРОЦЕСС] Применено 35 EXIF-тегов к content://media/external/images/media/265870
18:08:20.973                                [ПРОЦЕСС] Применено 35 EXIF-тегов к content://media/external/images/media/265867
18:08:21.309                                [ПРОЦЕСС] MediaStore.update() вернул 0 строк, пробуем fallback
18:08:21.894 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265266
18:08:21.914                                provider != null. Start to getTypeAsync:content://media/external/images/media/265266
18:08:22.451 LogUtil                        [ПРОЦЕСС] DATE_MODIFIED восстановлен через File.setLastModified(): 1776611298000
18:08:22.451 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265867
18:08:22.458                                provider != null. Start to getTypeAsync:content://media/external/images/media/265870
18:08:22.744 AwareBitmapCacher              handleReleaseCache: pid=9253
18:08:22.744                                init lrucache size: 4194304 pid=9253
18:08:23.060 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776611299183 для URI: content://media/external/images/media/265867
18:08:23.060                                [ПРОЦЕСС] ✅ EXIF маркер успешно сохранен и верифицирован
18:08:23.061                                [ПРОЦЕСС] Применение EXIF данных из памяти: успешно
18:08:23.326                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:23.327 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265266
18:08:23.342 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776611299192 для URI: content://media/external/images/media/265870
18:08:23.342                                [ПРОЦЕСС] ✅ EXIF маркер успешно сохранен и верифицирован
18:08:23.344                                [ПРОЦЕСС] Применение EXIF данных из памяти: успешно
18:08:23.613                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:23.614 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265266
18:08:23.793 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: обнаружено изменение в MediaStore: content://media/external/images/media/265874, обработка через 10 сек
18:08:23.793                                [ПРОЦЕСС] MediaStoreObserver: предыдущая задача для content://media/external/images/media/265874 отменена
18:08:23.847                                [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265864 после задержки
18:08:23.942                                [ПРОЦЕСС] Финальная верификация успешна: маркер сжатия присутствует в URI
18:08:23.944                                [ПРОЦЕСС] Кэш URI инвалидирован: content://media/external/images/media/265867
18:08:23.945                                [ПРОЦЕСС] Установлен период игнорирования для URI: content://media/external/images/media/265867 до Sun Apr 19 18:08:28 GMT+03:00 2026
18:08:23.945                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579741078 для URI: content://media/external/images/media/265266
18:08:23.945                                [ПРОЦЕСС] URI удалён (safe): content://media/external/images/media/265867
18:08:23.945                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265266
18:08:23.945                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:23.958                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579741078 для URI: content://media/external/images/media/265266
18:08:23.963                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265266
18:08:23.963                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:23.964                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265266
18:08:24.399                                [ПРОЦЕСС] Финальная верификация успешна: маркер сжатия присутствует в URI
18:08:24.400                                [ПРОЦЕСС] Кэш URI инвалидирован: content://media/external/images/media/265870
18:08:24.401                                [ПРОЦЕСС] Установлен период игнорирования для URI: content://media/external/images/media/265870 до Sun Apr 19 18:08:29 GMT+03:00 2026
18:08:24.401                                [ПРОЦЕСС] URI удалён (safe): content://media/external/images/media/265870
18:08:24.735                                [ПРОЦЕСС] Добавлен результат в батч auto_batch_2_1776611291422: IMG_20260419_180636.jpg (2)
18:08:24.756 WM-Processor                   Moving WorkSpec (ff8eed28-0f35-42f0-b0b7-71207b5c97b6) to the foreground
18:08:24.764 LogUtil                        [ПРОЦЕСС] URI удален из отслеживаемых: content://media/external/images/media/265867
18:08:24.764                                [ПРОЦЕСС] URI добавлен в список недавно обработанных: content://media/external/images/media/265867
18:08:24.771 WM-SystemFgDispatcher          Notifying with (id:1, workSpecId: ff8eed28-0f35-42f0-b0b7-71207b5c97b6, notificationType :1)
18:08:24.788 WM-WorkerWrapper               Worker result SUCCESS for Work [ id=ff8eed28-0f35-42f0-b0b7-71207b5c97b6, tags={ com.compressphotofast.worker.ImageCompressionWorker,compress_80979442 } ]
18:08:24.792 WM-Processor                   Processor ff8eed28-0f35-42f0-b0b7-71207b5c97b6 executed; reschedule = false
18:08:24.793 WM-SystemJobService            ff8eed28-0f35-42f0-b0b7-71207b5c97b6 executed on JobScheduler
18:08:24.793 WM-SystemFgDispatcher          Removing Notification (id: 1, workSpecId: WorkGenerationalId(workSpecId=ff8eed28-0f35-42f0-b0b7-71207b5c97b6, generation=0), notificationType: 1
18:08:24.793 NotificationManager            com.compressphotofast: cancel(1)
18:08:24.807 WM-GreedyScheduler             Cancelling work ID ff8eed28-0f35-42f0-b0b7-71207b5c97b6
18:08:24.880 LogUtil                        [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265864 -> true
18:08:24.881                                [ПРОЦЕСС] Добавлен результат в батч auto_batch_2_1776611291422: IMG_20260419_180636_1.jpg (3)
18:08:24.898 WM-Processor                   Moving WorkSpec (bdfd6ac4-fbb0-419f-94f6-89bf28021d22) to the foreground
18:08:24.907 WM-SystemFgDispatcher          Notifying with (id:1, workSpecId: bdfd6ac4-fbb0-419f-94f6-89bf28021d22, notificationType :1)
18:08:24.907 LogUtil                        [ПРОЦЕСС] URI удален из отслеживаемых: content://media/external/images/media/265870
18:08:24.907                                [ПРОЦЕСС] URI добавлен в список недавно обработанных: content://media/external/images/media/265870
18:08:24.941 WM-WorkerWrapper               Worker result SUCCESS for Work [ id=bdfd6ac4-fbb0-419f-94f6-89bf28021d22, tags={ com.compressphotofast.worker.ImageCompressionWorker,compress_80979466 } ]
18:08:24.947 WM-Processor                   Processor bdfd6ac4-fbb0-419f-94f6-89bf28021d22 executed; reschedule = false
18:08:24.949 WM-SystemJobService            bdfd6ac4-fbb0-419f-94f6-89bf28021d22 executed on JobScheduler
18:08:24.949 WM-SystemFgDispatcher          Removing Notification (id: 1, workSpecId: WorkGenerationalId(workSpecId=bdfd6ac4-fbb0-419f-94f6-89bf28021d22, generation=0), notificationType: 1
18:08:24.949 NotificationManager            com.compressphotofast: cancel(1)
18:08:24.961 WM-GreedyScheduler             Cancelling work ID bdfd6ac4-fbb0-419f-94f6-89bf28021d22
18:08:25.314 LogUtil                        [ПРОЦЕСС] URI в периоде игнорирования: content://media/external/images/media/265867
18:08:25.314                                [ПРОЦЕСС] MediaStoreObserver: URI content://media/external/images/media/265867 пропущен, так как недавно обработан.
18:08:25.419 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265255
18:08:25.423                                provider != null. Start to getTypeAsync:content://media/external/images/media/265255
18:08:26.704 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:26.704 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265255
18:08:26.719                                provider != null. Start to getTypeAsync:content://media/external/images/media/265255
18:08:26.746 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579766480 для URI: content://media/external/images/media/265255
18:08:26.746                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265255
18:08:26.747                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:26.887                                [ПРОЦЕСС] URI в периоде игнорирования: content://media/external/images/media/265870
18:08:26.887                                [ПРОЦЕСС] MediaStoreObserver: URI content://media/external/images/media/265870 пропущен, так как недавно обработан.
18:08:27.118                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579766480 для URI: content://media/external/images/media/265255
18:08:27.118                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265255
18:08:27.119                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:27.119                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265255
18:08:28.207                                [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265867 после задержки
18:08:28.273 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265256
18:08:28.399 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265870 после задержки
18:08:28.733 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265256
18:08:29.432 LogUtil                        [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265867 -> true
18:08:30.317                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265870 -> true
18:08:30.930                                [ПРОЦЕСС] Сохранена исходная дата модификации: 1776611305000
18:08:31.189                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:31.190 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265256
18:08:31.202 LogUtil                        [EXIF] Ориентация установлена в NORMAL (изображение трансформировано)
18:08:31.203                                [ПРОЦЕСС] Применены GPS-данные через setLatLong API + reference теги: lat=55.75114059444444, lng=37.87966537472222
18:08:31.204                                [ПРОЦЕСС] Добавлен маркер сжатия: CompressPhotoFast_Compressed:80:1776611311204
18:08:31.450                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:31.450 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265256
18:08:31.460 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579765063 для URI: content://media/external/images/media/265256
18:08:31.460                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265256
18:08:31.461                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:31.496                                [ПРОЦЕСС] Применено 35 EXIF-тегов к content://media/external/images/media/265874
18:08:31.506                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579765063 для URI: content://media/external/images/media/265256
18:08:31.507                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265256
18:08:31.507                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:31.508                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265256
18:08:31.508                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265257 -> true
18:08:31.670                                [ПРОЦЕСС] MediaStore.update() вернул 0 строк, пробуем fallback
18:08:32.397                                [ПРОЦЕСС] DATE_MODIFIED восстановлен через File.setLastModified(): 1776611305000
18:08:32.397 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265874
18:08:32.453                                provider != null. Start to getTypeAsync:content://media/external/images/media/265257
18:08:32.454                                provider != null. Start to getTypeAsync:content://media/external/images/media/265257
18:08:32.550 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776611311204 для URI: content://media/external/images/media/265874
18:08:32.551                                [ПРОЦЕСС] ✅ EXIF маркер успешно сохранен и верифицирован
18:08:32.552                                [ПРОЦЕСС] Применение EXIF данных из памяти: успешно
18:08:32.734                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:32.734 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265257
18:08:32.746                                provider != null. Start to getTypeAsync:content://media/external/images/media/265257
18:08:32.760 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: обнаружено изменение в MediaStore: content://media/external/images/media/265874, обработка через 10 сек
18:08:32.760                                [ПРОЦЕСС] MediaStoreObserver: предыдущая задача для content://media/external/images/media/265874 отменена
18:08:32.823                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580750018 для URI: content://media/external/images/media/265257
18:08:32.824                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265257
18:08:32.824                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:32.824                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265257
18:08:32.834                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580750018 для URI: content://media/external/images/media/265257
18:08:32.835                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265257
18:08:32.835                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:32.889                                [ПРОЦЕСС] Финальная верификация успешна: маркер сжатия присутствует в URI
18:08:32.890                                [ПРОЦЕСС] Кэш URI инвалидирован: content://media/external/images/media/265874
18:08:32.890                                [ПРОЦЕСС] Установлен период игнорирования для URI: content://media/external/images/media/265874 до Sun Apr 19 18:08:37 GMT+03:00 2026
18:08:32.891                                [ПРОЦЕСС] URI удалён (safe): content://media/external/images/media/265874
18:08:32.938                                [ПРОЦЕСС] Добавлен результат в батч auto_batch_2_1776611291422: IMG_20260419_180636_2.jpg (4)
18:08:32.948 WM-Processor                   Moving WorkSpec (eff75c09-0683-41f0-b47d-2762e12abe20) to the foreground
18:08:32.957 mpressphotofas                 Method exceeds compiler instruction limit: 16508 in java.lang.Object com.compressphotofast.worker.ImageCompressionWorker$doWork$2.invokeSuspend(java.lang.Object)
18:08:32.957 LogUtil                        [ПРОЦЕСС] URI удален из отслеживаемых: content://media/external/images/media/265874
18:08:32.957                                [ПРОЦЕСС] URI добавлен в список недавно обработанных: content://media/external/images/media/265874
18:08:32.957 WM-SystemFgDispatcher          Notifying with (id:1, workSpecId: eff75c09-0683-41f0-b47d-2762e12abe20, notificationType :1)
18:08:32.970 WM-WorkerWrapper               Worker result SUCCESS for Work [ id=eff75c09-0683-41f0-b47d-2762e12abe20, tags={ com.compressphotofast.worker.ImageCompressionWorker,compress_80979470 } ]
18:08:32.991 WM-Processor                   Processor eff75c09-0683-41f0-b47d-2762e12abe20 executed; reschedule = false
18:08:32.991 WM-SystemJobService            eff75c09-0683-41f0-b47d-2762e12abe20 executed on JobScheduler
18:08:32.991 WM-SystemFgDispatcher          Removing Notification (id: 1, workSpecId: WorkGenerationalId(workSpecId=eff75c09-0683-41f0-b47d-2762e12abe20, generation=0), notificationType: 1
18:08:32.991 NotificationManager            com.compressphotofast: cancel(1)
18:08:32.993 WM-SystemFgDispatcher          Stopping foreground service
18:08:32.995 WM-SystemFgService             Shutting down.
18:08:33.007 WM-GreedyScheduler             Cancelling work ID eff75c09-0683-41f0-b47d-2762e12abe20
18:08:33.018 WM-SystemJobService            onStopJob for WorkGenerationalId(workSpecId=eff75c09-0683-41f0-b47d-2762e12abe20, generation=0)
18:08:33.019 WM-PackageManagerHelper        androidx.work.impl.background.systemalarm.RescheduleReceiver disabled
18:08:33.132 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265258
18:08:33.150                                provider != null. Start to getTypeAsync:content://media/external/images/media/265258
18:08:33.175 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:33.175 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265258
18:08:33.690 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:33.690 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265258
18:08:33.702 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579751069 для URI: content://media/external/images/media/265258
18:08:33.702                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265258
18:08:33.703                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:34.216                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579751069 для URI: content://media/external/images/media/265258
18:08:34.217                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265258
18:08:34.218                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:34.218                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265258
18:08:34.228                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265259 -> true
18:08:34.525 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265259
18:08:34.536                                provider != null. Start to getTypeAsync:content://media/external/images/media/265259
18:08:35.900 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:35.900 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265259
18:08:36.068                                provider != null. Start to getTypeAsync:content://media/external/images/media/265259
18:08:36.095 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579755029 для URI: content://media/external/images/media/265259
18:08:36.096                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265259
18:08:36.096                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:36.189                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579755029 для URI: content://media/external/images/media/265259
18:08:36.190                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265259
18:08:36.190                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:36.191                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265259
18:08:36.192                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265260 -> true
18:08:36.997 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265260
18:08:37.074                                provider != null. Start to getTypeAsync:content://media/external/images/media/265260
18:08:37.797 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:37.799 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265260
18:08:37.811                                provider != null. Start to getTypeAsync:content://media/external/images/media/265260
18:08:37.888 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579755767 для URI: content://media/external/images/media/265260
18:08:37.888                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265260
18:08:37.889                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:37.889                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265260
18:08:38.047                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579755767 для URI: content://media/external/images/media/265260
18:08:38.048                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265260
18:08:38.049                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:38.735 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265261
18:08:38.749                                provider != null. Start to getTypeAsync:content://media/external/images/media/265261
18:08:38.838 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:38.838 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265261
18:08:38.863                                provider != null. Start to getTypeAsync:content://media/external/images/media/265261
18:08:38.867 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580753076 для URI: content://media/external/images/media/265261
18:08:38.867                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265261
18:08:38.868                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:38.868                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265261
18:08:38.888                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580753076 для URI: content://media/external/images/media/265261
18:08:38.888                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265261
18:08:38.889                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:38.889                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265249 -> true
18:08:39.046 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265249
18:08:39.050                                provider != null. Start to getTypeAsync:content://media/external/images/media/265249
18:08:39.416 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:39.416 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265249
18:08:39.609                                provider != null. Start to getTypeAsync:content://media/external/images/media/265249
18:08:39.883 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579771305 для URI: content://media/external/images/media/265249
18:08:39.884                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265249
18:08:39.884                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:40.109                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579771305 для URI: content://media/external/images/media/265249
18:08:40.109                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265249
18:08:40.117                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:40.117                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265249
18:08:40.118                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265250 -> true
18:08:40.809 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265250
18:08:40.811                                provider != null. Start to getTypeAsync:content://media/external/images/media/265250
18:08:42.002 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:42.002 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265250
18:08:42.207                                provider != null. Start to getTypeAsync:content://media/external/images/media/265250
18:08:42.384 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579745981 для URI: content://media/external/images/media/265250
18:08:42.385                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265250
18:08:42.385                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:42.385                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265250
18:08:42.531                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579745981 для URI: content://media/external/images/media/265250
18:08:42.536                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265250
18:08:42.536                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:42.538                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265251 -> true
18:08:42.810                                [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265874 после задержки
18:08:43.245 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265251
18:08:43.249 LogUtil                        [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265874 -> true
18:08:43.255 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265251
18:08:43.696 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:43.696 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265251
18:08:43.702                                provider != null. Start to getTypeAsync:content://media/external/images/media/265251
18:08:43.821 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579774724 для URI: content://media/external/images/media/265251
18:08:43.822                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265251
18:08:43.822                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:43.980                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579774724 для URI: content://media/external/images/media/265251
18:08:43.982                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265251
18:08:43.982                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:43.982                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265251
18:08:44.022 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265252
18:08:44.043                                provider != null. Start to getTypeAsync:content://media/external/images/media/265252
18:08:44.061 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:44.061 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265252
18:08:44.271                                provider != null. Start to getTypeAsync:content://media/external/images/media/265252
18:08:44.283 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579773025 для URI: content://media/external/images/media/265252
18:08:44.283                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265252
18:08:44.284                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:44.301                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579773025 для URI: content://media/external/images/media/265252
18:08:44.302                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265252
18:08:44.302                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:44.303                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265252
18:08:45.091 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265253
18:08:45.350                                provider != null. Start to getTypeAsync:content://media/external/images/media/265253
18:08:46.194 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:46.194 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265253
18:08:46.576                                provider != null. Start to getTypeAsync:content://media/external/images/media/265253
18:08:46.588 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579745553 для URI: content://media/external/images/media/265253
18:08:46.589                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265253
18:08:46.589                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:46.868                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579745553 для URI: content://media/external/images/media/265253
18:08:46.869                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265253
18:08:46.869                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:46.870                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265253
18:08:46.871                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265254 -> true
18:08:46.972                                [ПРОЦЕСС] Истек таймаут для батча: auto_batch_2_1776611291422
18:08:46.976                                [ПРОЦЕСС] Обработан батч auto_batch_2_1776611291422: 4 результатов
18:08:46.977                                [CompressionBatchTracker] Toast о батче сжатия отключен в настройках
18:08:47.037                                [NotificationUtil] Показано summary notification: 📦 Сжато 4 фото
18:08:47.037                                [ПРОЦЕСС] Показан групповой результат: 4 файлов (4 успешно, 0 пропущено)
18:08:47.585 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265254
18:08:47.586                                provider != null. Start to getTypeAsync:content://media/external/images/media/265254
18:08:47.862 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:47.862 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265254
18:08:47.877                                provider != null. Start to getTypeAsync:content://media/external/images/media/265254
18:08:47.884 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580757669 для URI: content://media/external/images/media/265254
18:08:47.884                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265254
18:08:47.884                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:47.890                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580757669 для URI: content://media/external/images/media/265254
18:08:47.891                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265254
18:08:47.891                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:47.892                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265254
18:08:47.893                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265242 -> true
